1	20262	202606	2026 - 2nd	0.0625	0	3707	||***Required Upgrade is Now Available***||Sales Tax v7.2 is no longer being supported and must be upgraded to v7.3.  Please go to the Comptroller's EDI webpage to download and install v7.3.||The link is available at:||https://comptroller.texas.gov/taxes/file-pay/edi/||	v7.2N			
20261	q	4/20/2026									
20262	q	7/20/2026									
20263	q	10/20/2025									
20264	q	1/20/2027									
202601	m	2/20/2026									
202602	m	3/20/2026									
202603	m	4/20/2026									
202604	m	5/20/2026									
202605	m	6/22/2026									
202606	m	7/20/2026									
202607	m	8/20/2026									
202608	m	9/21/2026									
202609	m	10/20/2026									
202610	m	11/20/2026									
202611	m	12/21/2026									
202612	m	1/20/2027									
Bernardo 	n/a	0	Colorado 	4045007	0.005	n/a	n/a	0	n/a	n/a	0
Berryville 	2107128	0.01	Henderson 	n/a	0	n/a	n/a	0	n/a	n/a	0
Bertram 	2027045	0.015	Burnet 	n/a	0	Bertram Mun Dev Dist	5027517	0.0025	n/a	n/a	0
Best 	n/a	0	Reagan 	4192008	0.005	n/a	n/a	0	n/a	n/a	0
Bethel 	n/a	0	Anderson 	4001009	0.005	n/a	n/a	0	n/a	n/a	0
Bethel 	n/a	0	Runnels 	4200008	0.005	n/a	n/a	0	n/a	n/a	0
Bethlehem 	n/a	0	Bowie 	4019009	0.005	n/a	n/a	0	n/a	n/a	0
Bethlehem 	n/a	0	Hill 	4109000	0.005	n/a	n/a	0	n/a	n/a	0
Bethlehem 	n/a	0	Upshur 	4230002	0.005	n/a	n/a	0	n/a	n/a	0
Bettie 	n/a	0	Upshur 	4230002	0.005	n/a	n/a	0	n/a	n/a	0
Beverly Hills 	2161032	0.015	McLennan 	4161005	0.005	n/a	n/a	0	n/a	n/a	0
Bevil Oaks 	2123084	0.015	Jefferson 	4123002	0.005	n/a	n/a	0	n/a	n/a	0
Biardstown 	n/a	0	Lamar 	4139004	0.005	n/a	n/a	0	n/a	n/a	0
Big Bend Natl Park 	n/a	0	Brewster 	4022004	0.005	Brewster Co ESD 1	5022503	0.015	n/a	n/a	0
Big Lake 	2192017	0.015	Reagan 	4192008	0.005	n/a	n/a	0	n/a	n/a	0
Big Sandy 	2230039	0.0125	Upshur 	4230002	0.005	Big Sandy Mun Dev Dist	5230011	0.0025	n/a	n/a	0
Big Spring 	2114012	0.02	Howard 	n/a	0	n/a	n/a	0	n/a	n/a	0
Big Wells 	2064021	0.01	Dimmit 	4064003	0.005	n/a	n/a	0	n/a	n/a	0
Bigfoot 	n/a	0	Frio 	4082001	0.005	n/a	n/a	0	n/a	n/a	0
Birch 	n/a	0	Burleson 	4026000	0.005	n/a	n/a	0	n/a	n/a	0
Birome 	n/a	0	Hill 	4109000	0.005	n/a	n/a	0	n/a	n/a	0
Birthright 	n/a	0	Hopkins 	4112005	0.005	n/a	n/a	0	n/a	n/a	0
Biry 	n/a	0	Medina 	4163003	0.005	n/a	n/a	0	n/a	n/a	0
Bishop 	2178042	0.015	Nueces 	n/a	0	n/a	n/a	0	Corpus Christi MTA	3178998	0.005
Black Jack 	n/a	0	Cherokee 	4037007	0.005	n/a	n/a	0	n/a	n/a	0
Blackfoot 	n/a	0	Anderson 	4001009	0.005	n/a	n/a	0	n/a	n/a	0
Blackhill 	n/a	0	Atascosa 	4007003	0.005	n/a	n/a	0	n/a	n/a	0
Blackland 	n/a	0	Rockwall 	n/a	0	Rockwall Co Asst Dist 	5199500	0.005	n/a	n/a	0
Blackoak 	n/a	0	Hopkins 	4112005	0.005	n/a	n/a	0	n/a	n/a	0
Blackwell 	2177034	0.01	Coke 	n/a	0	n/a	n/a	0	n/a	n/a	0
Blackwell 	2177034	0.01	Nolan 	n/a	0	n/a	n/a	0	n/a	n/a	0
Blakeney 	n/a	0	Red River 	4194006	0.005	n/a	n/a	0	n/a	n/a	0
Blanchard 	n/a	0	Polk 	4187005	0.005	n/a	n/a	0	n/a	n/a	0
Blanco 	2016020	0.015	Blanco 	4016002	0.005	n/a	n/a	0	n/a	n/a	0
Blanco/ Blanco Co So LD	6016618	0.015	Blanco 	4016002	0.005	n/a	n/a	0	n/a	n/a	0
Blanconia 	n/a	0	Bee 	4013005	0.005	n/a	n/a	0	n/a	n/a	0
Blandlake 	n/a	0	San Augustine	4203005	0.005	n/a	n/a	0	n/a	n/a	0
Blanket 	2025047	0.02	Brown 	n/a	0	n/a	n/a	0	n/a	n/a	0
Blanton 	n/a	0	Runnels 	4200008	0.005	n/a	n/a	0	n/a	n/a	0
Bleiblerville 	n/a	0	Austin 	4008002	0.005	n/a	n/a	0	n/a	n/a	0
Blevins 	n/a	0	Falls 	4073002	0.005	n/a	n/a	0	n/a	n/a	0
Bloomburg 	2034073	0.01	Cass 	n/a	0	n/a	n/a	0	n/a	n/a	0
Bloomfield 	n/a	0	Cooke 	4049003	0.005	n/a	n/a	0	n/a	n/a	0
Blooming Grove 	2175036	0.01	Navarro 	4175009	0.005	n/a	n/a	0	n/a	n/a	0
Bloomington 	2235034	0.015	Victoria 	4235007	0.005	n/a	n/a	0	n/a	n/a	0
Blossom 	2139068	0.0125	Lamar 	4139004	0.005	n/a	n/a	0	n/a	n/a	0
Blue 	n/a	0	Lee 	4144007	0.005	n/a	n/a	0	n/a	n/a	0
Blue Mound 	2220291	0.015	Tarrant 	n/a	0	Blue Mound Crime Con	5220665	0.005	n/a	n/a	0
Blue Ridge 	2043063	0.02	Collin 	n/a	0	n/a	n/a	0	n/a	n/a	0
Blue Ridge 	n/a	0	Falls 	4073002	0.005	n/a	n/a	0	n/a	n/a	0
Bluff Dale 	n/a	0	Erath 	4072003	0.005	n/a	n/a	0	n/a	n/a	0
Bluff Springs 	n/a	0	Parker 	4184008	0.005	n/a	n/a	0	n/a	n/a	0
Blum 	2109082	0.01	Hill 	4109000	0.005	Hill Co ESD 2	5109518	0.005	n/a	n/a	0
Blumenthal 	n/a	0	Gillespie 	4086007	0.005	n/a	n/a	0	n/a	n/a	0
Bluntzer 	n/a	0	Nueces 	n/a	0	n/a	n/a	0	Corpus Christi MTA	3178998	0.005
Boerne 	2130012	0.015	Kendall 	4130003	0.005	n/a	n/a	0	n/a	n/a	0
Bogata 	2194033	0.01	Red River 	4194006	0.005	Bogata Crime Control 	5194505	0.005	n/a	n/a	0
Bois D Arc 	n/a	0	Anderson 	4001009	0.005	n/a	n/a	0	n/a	n/a	0
Boling 	n/a	0	Wharton 	4241009	0.005	n/a	n/a	0	n/a	n/a	0
Bomarton 	n/a	0	Baylor 	n/a	0	Baylor Co Hospital Dist 	5012505	0.01	n/a	n/a	0
Bonanza 	n/a	0	Hopkins 	4112005	0.005	n/a	n/a	0	n/a	n/a	0
Bonham 	2074038	0.015	Fannin 	4074001	0.005	n/a	n/a	0	n/a	n/a	0
Bonney 	2020266	0.015	Brazoria 	4020006	0.005	n/a	n/a	0	n/a	n/a	0
Bonus 	n/a	0	Wharton 	4241009	0.005	n/a	n/a	0	n/a	n/a	0
Booker 	2148021	0.015	Lipscomb 	n/a	0	n/a	n/a	0	n/a	n/a	0
Booker 	2148021	0.015	Ochiltree 	n/a	0	n/a	n/a	0	n/a	n/a	0
Boonsville 	n/a	0	Wise 	4249001	0.005	n/a	n/a	0	n/a	n/a	0
Boquillas 	n/a	0	Brewster 	4022004	0.005	n/a	n/a	0	n/a	n/a	0
Borden 	n/a	0	Colorado 	4045007	0.005	n/a	n/a	0	n/a	n/a	0
Borderland 	n/a	0	El Paso 	4071004	0.005	El Paso Co ESD 2 	5071503	0.005	n/a	n/a	0
Borger 	2117019	0.02	Hutchinson 	n/a	0	n/a	n/a	0	n/a	n/a	0
Bosqueville 	n/a	0	McLennan 	4161005	0.005	n/a	n/a	0	n/a	n/a	0
Boston 	n/a	0	Bowie 	4019009	0.005	n/a	n/a	0	n/a	n/a	0
Bovina 	2185025	0.02	Parmer 	n/a	0	n/a	n/a	0	n/a	n/a	0
Bowie 	2169034	0.02	Montague 	n/a	0	n/a	n/a	0	n/a	n/a	0
Bowser 	n/a	0	San Saba 	4206002	0.005	n/a	n/a	0	n/a	n/a	0
Boxelder 	n/a	0	Red River 	4194006	0.005	n/a	n/a	0	n/a	n/a	0
Boxwood 	n/a	0	Upshur 	4230002	0.005	n/a	n/a	0	n/a	n/a	0
Boyd 	n/a	0	Fannin 	4074001	0.005	n/a	n/a	0	n/a	n/a	0
Boyd 	2249029	0.01	Wise 	4249001	0.005	Boyd Mun Dev Dist	5249519	0.005	n/a	n/a	0
Boyd Lodge 	n/a	0	Scurry 	4208000	0.005	n/a	n/a	0	n/a	n/a	0
Boys Ranch 	n/a	0	Oldham 	4180002	0.005	n/a	n/a	0	n/a	n/a	0
Bracken 	n/a	0	Comal 	4046006	0.005	Comal Co ESD 6 	5046532	0.005	n/a	n/a	0
Brackettville 	2136016	0.01	Kinney 	4136007	0.005	Kinney Co Health Service	5136506	0.005	n/a	n/a	0
Brad 	n/a	0	Palo Pinto 	4182000	0.005	n/a	n/a	0	n/a	n/a	0
Bradford 	n/a	0	Anderson 	4001009	0.005	n/a	n/a	0	n/a	n/a	0
Brady 	2160015	0.0125	McCulloch 	4160006	0.005	McCulloch County Hospita	5160505	0.0025	n/a	n/a	0
Branch	n/a	0	Collin 	n/a	0	n/a	n/a	0	n/a	n/a	0
Branchville 	n/a	0	Milam 	4166000	0.005	n/a	n/a	0	n/a	n/a	0
Brandon 	n/a	0	Hill 	4109000	0.005	n/a	n/a	0	n/a	n/a	0
Brashear 	n/a	0	Hopkins 	4112005	0.005	n/a	n/a	0	n/a	n/a	0
Brazoria 	2020131	0.015	Brazoria 	4020006	0.005	n/a	n/a	0	n/a	n/a	0
Brazos 	n/a	0	Palo Pinto 	4182000	0.005	Palo Pinto Co ESD 2	5182509	0.015	n/a	n/a	0
Brazos Country 	2008075	0.01	Austin 	4008002	0.005	n/a	n/a	0	n/a	n/a	0
Brazos Point 	n/a	0	Bosque 	4018000	0.005	n/a	n/a	0	n/a	n/a	0
Breckenridge 	2215010	0.02	Stephens 	n/a	0	n/a	n/a	0	n/a	n/a	0
Bremond 	2198048	0.02	Robertson 	n/a	0	n/a	n/a	0	n/a	n/a	0
Brenham 	2239012	0.015	Washington 	4239003	0.005	n/a	n/a	0	n/a	n/a	0
Briar 	n/a	0	Tarrant 	n/a	0	n/a	n/a	0	n/a	n/a	0
Briar 	n/a	0	Parker 	4184008	0.005	n/a	n/a	0	n/a	n/a	0
Briar 	n/a	0	Wise 	4249001	0.005	n/a	n/a	0	n/a	n/a	0
Briarcliff 	2227169	0.01	Travis 	n/a	0	Travis Co ESD 8 	5227588	0.0075	n/a	n/a	0
Briarcliff/Trav ESD 8A	6227070	0.0175	Travis 	n/a	0	n/a	n/a	0	n/a	n/a	0
Briaroaks 	2126107	0.01	Johnson 	n/a	0	n/a	n/a	0	n/a	n/a	0
Briary 	n/a	0	Milam 	4166000	0.005	n/a	n/a	0	n/a	n/a	0
Bridge City 	2181047	0.015	Orange 	4181001	0.005	n/a	n/a	0	n/a	n/a	0
Bridgeport 	2249056	0.015	Wise 	4249001	0.005	n/a	n/a	0	n/a	n/a	0
Bright Star 	n/a	0	Rains 	4190000	0.005	n/a	n/a	0	n/a	n/a	0
Broaddus 	2203023	0.01	San Augustine	4203005	0.005	n/a	n/a	0	n/a	n/a	0
Broadway 	n/a	0	Crosby 	4054005	0.005	n/a	n/a	0	n/a	n/a	0
Broadway 	n/a	0	Lamar 	4139004	0.005	n/a	n/a	0	n/a	n/a	0
Brock 	2184142	0.015	Parker 	4184008	0.005	n/a	n/a	0	n/a	n/a	0
Bronson 	n/a	0	Sabine 	4202006	0.005	n/a	n/a	0	n/a	n/a	0
Bronte 	2041029	0.02	Coke 	n/a	0	n/a	n/a	0	n/a	n/a	0
Brookeland 	n/a	0	Sabine 	4202006	0.005	n/a	n/a	0	n/a	n/a	0
Brookshire 	2237014	0.02	Waller 	n/a	0	n/a	n/a	0	n/a	n/a	0
Brookside Village 	2020088	0.015	Brazoria 	4020006	0.005	n/a	n/a	0	n/a	n/a	0
Brookston 	n/a	0	Lamar 	4139004	0.005	n/a	n/a	0	n/a	n/a	0
Browndell 	2121031	0.01	Jasper 	n/a	0	n/a	n/a	0	n/a	n/a	0
Brownfield 	2223010	0.015	Terry 	4223001	0.005	n/a	n/a	0	n/a	n/a	0
Brownsboro 	n/a	0	Caldwell 	4028008	0.005	n/a	n/a	0	n/a	n/a	0
Brownsboro 	2107093	0.02	Henderson 	n/a	0	n/a	n/a	0	n/a	n/a	0
Brownsville 	2031076	0.02	Cameron 	n/a	0	n/a	n/a	0	n/a	n/a	0
Brownwood 	2025010	0.015	Brown 	n/a	0	Brownwood Mun Dev Dist	5025528	0.005	n/a	n/a	0
Broyles 	n/a	0	Anderson 	4001009	0.005	n/a	n/a	0	n/a	n/a	0
Bruceville Eddy 	2161176	0.015	Falls 	4073002	0.005	n/a	n/a	0	n/a	n/a	0
Bruceville Eddy 	2161176	0.015	McLennan 	4161005	0.005	n/a	n/a	0	n/a	n/a	0
Brumley 	n/a	0	Upshur 	4230002	0.005	n/a	n/a	0	n/a	n/a	0
Brundage 	n/a	0	Dimmit 	4064003	0.005	n/a	n/a	0	n/a	n/a	0
Bruni 	n/a	0	Webb 	4240000	0.005	n/a	n/a	0	n/a	n/a	0
Brunswick 	n/a	0	Cherokee 	4037007	0.005	n/a	n/a	0	n/a	n/a	0
Brushy Creek 	n/a	0	Anderson 	4001009	0.005	n/a	n/a	0	n/a	n/a	0
Brushy Prairie 	n/a	0	Navarro 	4175009	0.005	n/a	n/a	0	n/a	n/a	0
Bryan 	2021023	0.015	Brazos 	4021005	0.005	n/a	n/a	0	n/a	n/a	0
Bryson 	2119026	0.015	Jack 	n/a	0	n/a	n/a	0	n/a	n/a	0
Buck 	n/a	0	Polk 	4187005	0.005	n/a	n/a	0	n/a	n/a	0
Buckholts 	2166046	0.01	Milam 	4166000	0.005	n/a	n/a	0	n/a	n/a	0
Buckhorn 	n/a	0	Austin 	4008002	0.005	n/a	n/a	0	n/a	n/a	0
Buckner 	n/a	0	Parker 	4184008	0.005	n/a	n/a	0	n/a	n/a	0
Buda 	2105031	0.015	Hays 	4105004	0.005	n/a	n/a	0	n/a	n/a	0
Buda/Hays Co ESD 8 	6105610	0.015	Hays 	4105004	0.005	n/a	n/a	0	n/a	n/a	0
Buda/Hays Co ESD 8 A	6105647	0.015	Hays 	4105004	0.005	n/a	n/a	0	n/a	n/a	0
Buda/Travis Co ESD 5-A	6227061	0.02	Travis 	n/a	0	n/a	n/a	0	n/a	n/a	0
Buena Vista 	n/a	0	Bexar 	n/a	0	n/a	n/a	0	San Antonio MTA 	3015995	0.005
Buffalo 	2145015	0.015	Leon 	4145006	0.005	n/a	n/a	0	n/a	n/a	0
Buffalo Gap 	2221067	0.02	Taylor 	n/a	0	n/a	n/a	0	n/a	n/a	0
Buffalo Springs 	2152097	0.01	Lubbock 	4152006	0.005	n/a	n/a	0	n/a	n/a	0
Bug Tussle 	n/a	0	Fannin 	4074001	0.005	n/a	n/a	0	n/a	n/a	0
Bula 	n/a	0	Bailey 	4009001	0.005	n/a	n/a	0	n/a	n/a	0
Bulcher 	n/a	0	Cooke 	4049003	0.005	n/a	n/a	0	n/a	n/a	0
Bullard 	2212059	0.015	Cherokee 	4037007	0.005	n/a	n/a	0	n/a	n/a	0
Bullard 	2212059	0.015	Smith 	4212004	0.005	n/a	n/a	0	n/a	n/a	0
Bullard/Smith Co ESD 2	6212601	0.015	Smith 	4212004	0.005	n/a	n/a	0	n/a	n/a	0
Bulverde 	2046042	0.01	Comal 	4046006	0.005	Bulverde Area Lib Dist 	5046514	0.005	n/a	n/a	0
Bulverde/Comal Co ESD 4	6046621	0.01	Comal 	4046006	0.005	Bulverde Area Lib Dist 	5046514	0.005	n/a	n/a	0
Bulverde/Comal Co ESD 5 	6046612	0.01	Comal 	4046006	0.005	Bulverde Area Lib Dist 	5046514	0.005	n/a	n/a	0
Bulverde/Comal Co ESD 5-A 	6046630	0.01	Comal 	4046006	0.005	Bulverde Area Lib Dist 	5046514	0.005	n/a	n/a	0
Bunger 	n/a	0	Young 	4252005	0.005	n/a	n/a	0	n/a	n/a	0
Bunker Hill Village 	2101286	0.01	Harris 	n/a	0	n/a	n/a	0	Houston MTA 	3101990	0.01
Bunyan 	n/a	0	Erath 	4072003	0.005	n/a	n/a	0	n/a	n/a	0
Burgess 	n/a	0	Bell 	4014004	0.005	n/a	n/a	0	n/a	n/a	0
Burkburnett 	2243025	0.02	Wichita 	n/a	0	n/a	n/a	0	n/a	n/a	0
Burke 	2003070	0.01	Angelina 	4003007	0.005	n/a	n/a	0	n/a	n/a	0
Burleigh 	n/a	0	Austin 	4008002	0.005	n/a	n/a	0	n/a	n/a	0
Burleson 	2126045	0.02	Johnson 	n/a	0	n/a	n/a	0	n/a	n/a	0
Burleson 	2126045	0.02	Tarrant 	n/a	0	n/a	n/a	0	n/a	n/a	0
Burlington 	n/a	0	Milam 	4166000	0.005	n/a	n/a	0	n/a	n/a	0
Burnet 	2027027	0.02	Burnet 	n/a	0	n/a	n/a	0	n/a	n/a	0
Burns 	n/a	0	Bowie 	4019009	0.005	n/a	n/a	0	n/a	n/a	0
Burns City 	n/a	0	Cooke 	4049003	0.005	n/a	n/a	0	n/a	n/a	0
Burr 	n/a	0	Wharton 	4241009	0.005	n/a	n/a	0	n/a	n/a	0
Burrow 	n/a	0	Hunt 	4116001	0.005	n/a	n/a	0	n/a	n/a	0
Burton 	2239021	0.015	Washington 	4239003	0.005	n/a	n/a	0	n/a	n/a	0
Butler 	n/a	0	Bastrop 	4011007	0.005	n/a	n/a	0	n/a	n/a	0
Byers 	2039023	0.01	Clay 	n/a	0	n/a	n/a	0	n/a	n/a	0
Bynum 	2109073	0.01	Hill 	4109000	0.005	Hill Co ESD 2	5109518	0.005	n/a	n/a	0
Cactus 	2171030	0.01	Moore 	n/a	0	n/a	n/a	0	n/a	n/a	0
Caddo Mills 	2116056	0.015	Hunt 	4116001	0.005	n/a	n/a	0	n/a	n/a	0
Cadiz 	n/a	0	Bee 	4013005	0.005	n/a	n/a	0	n/a	n/a	0
Caesar 	n/a	0	Nueces 	n/a	0	n/a	n/a	0	Corpus Christi MTA	3178998	0.005
Cain City 	n/a	0	Gillespie 	4086007	0.005	n/a	n/a	0	n/a	n/a	0
Caldwell 	2026019	0.015	Burleson 	4026000	0.005	n/a	n/a	0	n/a	n/a	0
Calgary 	n/a	0	San Augustine	4203005	0.005	n/a	n/a	0	n/a	n/a	0
Callaghan 	n/a	0	Webb 	4240000	0.005	n/a	n/a	0	n/a	n/a	0
Callisburg 	2049076	0.015	Cooke 	4049003	0.005	n/a	n/a	0	n/a	n/a	0
Calvary 	n/a	0	Wood 	4250007	0.005	n/a	n/a	0	n/a	n/a	0
Calvert 	2198020	0.02	Robertson 	n/a	0	n/a	n/a	0	n/a	n/a	0
Camden 	n/a	0	Polk 	4187005	0.005	n/a	n/a	0	n/a	n/a	0
Cameron 	2166028	0.015	Milam 	4166000	0.005	n/a	n/a	0	n/a	n/a	0
Camilla 	n/a	0	San Jacinto 	4204004	0.005	San Jacinto Co ESD	5204503	0.005	n/a	n/a	0
Camp Air 	n/a	0	Mason 	n/a	0	Mason Co Health Services	5157500	0.01	n/a	n/a	0
Camp Providence 	n/a	0	Polk 	4187005	0.005	n/a	n/a	0	n/a	n/a	0
Camp Ruby 	n/a	0	Polk 	4187005	0.005	n/a	n/a	0	n/a	n/a	0
Camp San Saba 	n/a	0	McCulloch 	4160006	0.005	n/a	n/a	0	n/a	n/a	0
Camp Springs 	n/a	0	Scurry 	4208000	0.005	n/a	n/a	0	n/a	n/a	0
Camp Stanley 	n/a	0	Bexar 	n/a	0	n/a	n/a	0	San Antonio MTA 	3015995	0.005
Camp Verde 	n/a	0	Kerr 	4133000	0.005	n/a	n/a	0	n/a	n/a	0
Camp Willow 	n/a	0	Guadalupe 	4094007	0.005	n/a	n/a	0	n/a	n/a	0
Camp Wood 	2193016	0.01	Real 	4193007	0.005	n/a	n/a	0	n/a	n/a	0
Campbell 	2116092	0.015	Hunt 	4116001	0.005	n/a	n/a	0	n/a	n/a	0
Campbellton 	n/a	0	Atascosa 	4007003	0.005	n/a	n/a	0	n/a	n/a	0
Canadian 	2106012	0.02	Hemphill 	n/a	0	n/a	n/a	0	n/a	n/a	0
Caney 	n/a	0	Hopkins 	4112005	0.005	n/a	n/a	0	n/a	n/a	0
Caney City 	2107066	0.02	Henderson 	n/a	0	n/a	n/a	0	n/a	n/a	0
Canton 	2234044	0.02	Van Zandt 	n/a	0	n/a	n/a	0	n/a	n/a	0
Canutillo 	n/a	0	El Paso 	4071004	0.005	El Paso Co ESD 2 	5071503	0.005	n/a	n/a	0
Canyon 	2191018	0.02	Randall 	n/a	0	n/a	n/a	0	n/a	n/a	0
Canyon City 	n/a	0	Comal 	4046006	0.005	Comal County ESD 3 	5046523	0.01	n/a	n/a	0
Canyon Lake 	n/a	0	Comal 	4046006	0.005	Comal County ESD 3 	5046523	0.01	n/a	n/a	0
Canyon/Randall Co AD 1	6191615	0.02	Randall 	n/a	0	n/a	n/a	0	n/a	n/a	0
Cap Rock 	n/a	0	Crosby 	4054005	0.005	n/a	n/a	0	n/a	n/a	0
Carbon 	2067064	0.01	Eastland 	n/a	0	n/a	n/a	0	n/a	n/a	0
Carbondale 	n/a	0	Bowie 	4019009	0.005	n/a	n/a	0	n/a	n/a	0
Carey 	n/a	0	Childress 	4038006	0.005	n/a	n/a	0	n/a	n/a	0
Carl 	n/a	0	Navarro 	4175009	0.005	n/a	n/a	0	n/a	n/a	0
Carlos 	n/a	0	Grimes 	4093008	0.005	n/a	n/a	0	n/a	n/a	0
Carls Corner 	2109135	0.015	Hill 	4109000	0.005	n/a	n/a	0	n/a	n/a	0
Carlsbad 	n/a	0	Tom Green 	4226008	0.005	n/a	n/a	0	n/a	n/a	0
Carlton 	n/a	0	Hamilton 	4097004	0.005	n/a	n/a	0	n/a	n/a	0
Carmine 	2075055	0.015	Fayette 	4075000	0.005	n/a	n/a	0	n/a	n/a	0
Carmona 	n/a	0	Polk 	4187005	0.005	n/a	n/a	0	n/a	n/a	0
Caro 	n/a	0	Nacogdoches 	n/a	0	Nacogdoches Co Hosp Dist	5174509	0.01	n/a	n/a	0
Carrizo Springs 	2064012	0.015	Dimmit 	4064003	0.005	n/a	n/a	0	n/a	n/a	0
Carroll Springs 	n/a	0	Anderson 	4001009	0.005	n/a	n/a	0	n/a	n/a	0
Carrollton 	2057128	0.01	Collin 	n/a	0	n/a	n/a	0	Dallas MTA 	3057994	0.01
Carrollton 	2057128	0.01	Dallas 	n/a	0	n/a	n/a	0	Dallas MTA 	3057994	0.01
Carrollton 	2057128	0.01	Denton 	n/a	0	n/a	n/a	0	Dallas MTA 	3057994	0.01
Carson 	n/a	0	Fannin 	4074001	0.005	n/a	n/a	0	n/a	n/a	0
Carthage 	2183018	0.02	Panola 	n/a	0	n/a	n/a	0	n/a	n/a	0
Cartwright 	n/a	0	Wood 	4250007	0.005	n/a	n/a	0	n/a	n/a	0
Casey 	n/a	0	El Paso 	4071004	0.005	n/a	n/a	0	n/a	n/a	0
Casey 	n/a	0	Harris 	n/a	0	n/a	n/a	0	Houston MTA 	3101990	0.01
Cash 	n/a	0	Hunt 	4116001	0.005	n/a	n/a	0	n/a	n/a	0
Cason 	n/a	0	Morris 	4172002	0.005	n/a	n/a	0	n/a	n/a	0
Castle Hills 	2015049	0.0125	Bexar 	n/a	0	Castle Hills Crm Cont 	5015539	0.0025	San Antonio MTA 	3015995	0.005
Castro./Med. Co ESD 1	6163619	0.015	Medina 	4163003	0.005	n/a	n/a	0	n/a	n/a	0
Castroville 	2163030	0.015	Medina 	4163003	0.005	n/a	n/a	0	n/a	n/a	0
Cat Spring 	n/a	0	Austin 	4008002	0.005	n/a	n/a	0	n/a	n/a	0
Catarina 	n/a	0	Dimmit 	4064003	0.005	n/a	n/a	0	n/a	n/a	0
Caviness 	n/a	0	Lamar 	4139004	0.005	n/a	n/a	0	n/a	n/a	0
Cavitt 	n/a	0	Coryell 	4050009	0.005	n/a	n/a	0	n/a	n/a	0
Cawthon 	n/a	0	Brazos 	4021005	0.005	n/a	n/a	0	n/a	n/a	0
Cayote 	n/a	0	Bosque 	4018000	0.005	n/a	n/a	0	n/a	n/a	0
Cayuga 	n/a	0	Anderson 	4001009	0.005	n/a	n/a	0	n/a	n/a	0
Cedar Creek 	n/a	0	Bastrop 	4011007	0.005	n/a	n/a	0	n/a	n/a	0
Cedar Hill 	2057137	0.01875	Dallas 	n/a	0	Cedar Hill Crm Dist	5057510	0.00125	n/a	n/a	0
Cedar Hill 	2057137	0.01875	Ellis 	n/a	0	Cedar Hill Crm Dist	5057510	0.00125	n/a	n/a	0
Cedar Park 	2246095	0.02	Travis 	n/a	0	n/a	n/a	0	n/a	n/a	0
Cedar Park 	2246095	0.02	Williamson 	n/a	0	n/a	n/a	0	n/a	n/a	0
Cedar Point 	n/a	0	Chambers 	n/a	0	Chambers Co Health Ser 	5036507	0.005	n/a	n/a	0
Cedar Springs 	n/a	0	Falls 	4073002	0.005	n/a	n/a	0	n/a	n/a	0
Cedar Springs 	n/a	0	Upshur 	4230002	0.005	n/a	n/a	0	n/a	n/a	0
Cego 	n/a	0	Falls 	4073002	0.005	n/a	n/a	0	n/a	n/a	0
Celeste 	2116047	0.0125	Hunt 	4116001	0.005	n/a	n/a	0	n/a	n/a	0
Celina 	2043090	0.02	Collin 	n/a	0	n/a	n/a	0	n/a	n/a	0
Celina 	2043090	0.02	Denton 	n/a	0	n/a	n/a	0	n/a	n/a	0
Center 	2210024	0.02	Shelby 	n/a	0	n/a	n/a	0	n/a	n/a	0
Center Line 	n/a	0	Burleson 	4026000	0.005	n/a	n/a	0	n/a	n/a	0
Center Plains 	n/a	0	Swisher 	4219007	0.005	n/a	n/a	0	n/a	n/a	0
Center Point 	n/a	0	Camp 	4032002	0.005	n/a	n/a	0	n/a	n/a	0
Center Point 	n/a	0	Hunt 	4116001	0.005	n/a	n/a	0	n/a	n/a	0
Center Point 	n/a	0	Kerr 	4133000	0.005	n/a	n/a	0	n/a	n/a	0
Center Point 	n/a	0	Upshur 	4230002	0.005	n/a	n/a	0	n/a	n/a	0
Centerview 	n/a	0	Leon 	4145006	0.005	n/a	n/a	0	n/a	n/a	0
Centerville 	2145033	0.015	Leon 	4145006	0.005	n/a	n/a	0	n/a	n/a	0
Central 	n/a	0	Angelina 	4003007	0.005	n/a	n/a	0	n/a	n/a	0
Central Gardens 	n/a	0	Jefferson 	4123002	0.005	n/a	n/a	0	n/a	n/a	0
Central Heights 	n/a	0	Jefferson 	4123002	0.005	n/a	n/a	0	n/a	n/a	0
Central Heights 	n/a	0	Nacogdoches 	n/a	0	Nacogdoches Co Hosp Dist	5174509	0.01	n/a	n/a	0
Cestohowa 	n/a	0	Karnes 	4128007	0.005	n/a	n/a	0	n/a	n/a	0
Chalk Bluff 	n/a	0	McLennan 	4161005	0.005	n/a	n/a	0	n/a	n/a	0
Chalk Mountain 	n/a	0	Erath 	4072003	0.005	n/a	n/a	0	n/a	n/a	0
Chalybeate 	n/a	0	Wood 	4250007	0.005	n/a	n/a	0	n/a	n/a	0
Chandler 	2107100	0.02	Henderson 	n/a	0	n/a	n/a	0	n/a	n/a	0
Channing 	2103015	0.01	Hartley 	n/a	0	n/a	n/a	0	n/a	n/a	0
Chapman Ranch 	n/a	0	Nueces 	n/a	0	n/a	n/a	0	Corpus Christi MTA	3178998	0.005
Chappel 	n/a	0	San Saba 	4206002	0.005	n/a	n/a	0	n/a	n/a	0
Chappell Hill 	n/a	0	Washington 	4239003	0.005	n/a	n/a	0	n/a	n/a	0
